id,price
0,2907.11
1,5347.85
2,9447.48
3,4208.59
4,1689.4
5,5940.95
6,4904.2
7,4292.4
8,5235.22
9,16028.78
10,4379.28
11,904.51
12,3197.99
13,1651.3
14,2415.42
15,1120.93
16,1446.51
17,4067.16
18,4210.33
19,902.98
20,2208.94
21,5254.01
22,4297.23
23,608.69
24,16592.92
25,1059.81
26,610.07
27,995.93
28,1608.39
29,947.22
30,9942.82
31,546.29
32,4107.01
33,732.03
34,647.0
35,2293.66
36,6106.67
37,2393.68
38,2970.18
39,650.28
40,509.63
41,9132.35
42,886.43
43,1799.21
44,10474.68
45,2487.38
46,922.91
47,866.59
48,1206.17
49,2816.35
50,585.8
51,4600.16
52,2911.58
53,7067.95
54,5537.42
55,2210.45
56,9718.87
57,2410.56
58,4335.31
59,2971.22
60,1200.75
61,502.17
62,7062.24
63,1195.57
64,8913.15
65,17429.283333333333
66,906.84
67,12063.85
68,5226.34
69,9085.81
70,450.03
71,624.46
72,888.84
73,1249.12
74,5183.36
75,1848.69
76,8660.23
77,14321.33
78,2821.03
79,6729.56
80,10901.06
81,2117.6
82,13583.6
83,6439.24
84,872.45
85,7776.355
86,1012.0
87,12321.91
88,7894.73
89,14400.5
90,4773.42
91,1332.63
92,1009.05
93,874.9366666666666
94,17451.42
95,477.32
96,14534.58
97,14865.36
98,12839.33
99,752.71
100,2447.68
101,738.425
102,665.94
103,461.96
104,1023.39
105,1617.27
106,1494.52
107,841.65
108,1149.75
109,714.73
110,598.9933333333333
111,1037.05
112,1976.17
113,1698.97
114,1454.7
115,5164.7025
116,5371.95
117,16461.16
118,499.81
119,17223.14
120,1280.32
121,1679.45
122,1057.22
123,523.88
124,689.0
125,1281.25
126,1135.62
127,13556.2
128,5301.86
129,5117.63
130,6336.16
131,3426.01
132,6872.14
133,1029.66
134,3384.21
135,1032.18
136,593.7
137,7258.7
138,555.82
139,4357.87
140,822.57
141,1009.87
142,3659.08
143,3583.93
144,802.2
145,6488.64
146,16564.33
147,5290.81
148,2647.25
149,1875.91
150,2614.79
151,1699.55
152,11987.95
153,2817.63
154,714.09
155,14934.62
156,3540.34
157,2913.67
158,3857.62
159,855.69
160,7748.18
161,9832.38
162,625.28
163,690.58
164,5511.68
165,11337.22
166,3395.51
167,4458.56
168,3410.13
169,11854.55
170,684.38
171,1691.02
172,4650.68
173,1965.04
174,6427.218333333334
175,1761.27
176,4432.23
177,3884.69
178,2592.46
179,3361.68
180,3495.81
181,1964.21
182,946.46
183,1642.06
184,683.93
185,4172.42
186,882.7
187,892.2
188,527.83
189,1821.78
190,2323.43
191,701.56
192,875.42
193,6472.41
194,3834.71
195,2515.46
196,634.65
197,13602.696666666665
198,622.68
199,8574.33
200,10401.51
201,6183.12
202,705.29
203,741.36
204,6441.07
205,3617.92
206,637.09
207,3069.09
208,999.625
209,8324.93
210,2751.49
211,7066.93
212,11514.11
213,431.26
214,1241.37
215,886.1
216,2573.32
217,2737.47
218,935.04
219,1355.14
220,2324.19
221,2144.91
222,9064.88
223,1032.74
224,1229.08
225,4329.35
226,3942.46
227,1667.22
228,6519.21
229,1881.61
230,4917.11
231,1492.85
232,1286.63
233,1549.54
234,1015.88
235,8388.1
236,1204.26
237,1010.16
238,4085.16
239,8227.12
240,6305.05
241,1000.65
242,15787.59
243,4536.42
244,497.87
245,1098.22
246,2443.07
247,7282.96
248,10842.5
249,5559.23
250,5071.03
251,1517.17
252,2696.43
253,4786.57
254,4924.79
255,1277.49
256,682.35
257,1972.09
258,831.79
259,14903.91
260,6413.21
261,4956.85
262,1819.39
263,3861.81
264,817.56
265,2254.6
266,8495.35
267,1729.82
268,963.3
269,8894.749166666666
270,7506.04
271,769.85
272,4264.18
273,5205.63
274,513.35
275,923.9071428571428
276,6127.12
277,540.97
278,6518.81
279,8126.040333333334
280,1654.3
281,2694.81
282,4140.06
283,9661.54
284,9221.53
285,11169.39
286,5208.46
287,15694.02
288,1720.8
289,5800.87
290,398.83
291,8578.99
292,17700.1
293,921.91
294,7896.12
295,1754.46
296,2203.96
297,719.84
298,437.13
299,5615.33
300,1594.44
301,1179.34
302,3528.46
303,6029.13
304,5923.77
305,8591.21
306,1075.4
307,1038.06
308,1725.7466666666667
309,2156.76
310,1879.25
311,457.83
312,7079.66
313,5216.33
314,2412.08
315,10309.55
316,703.3
317,1006.27
318,965.57
319,7920.2
320,4741.91
321,528.28
322,444.88
323,505.98
324,967.37
325,5471.44
326,1684.42
327,1831.33
328,6493.83
329,657.03
330,17155.8
331,2392.75
332,837.08
333,8671.47
334,3237.92
335,1793.52
336,15887.3
337,948.82
338,896.02
339,6164.96
340,618.59
341,1644.2
342,705.98
343,4268.7
344,4460.31
345,1935.58
346,716.86
347,2521.52
348,4762.2
349,900.3
350,3220.64
351,469.46
352,2811.85
353,1958.12
354,619.15
355,1435.74
356,702.47
357,11861.83
358,1534.88
359,508.24
360,1074.4
361,8250.04
362,579.83
363,9081.81
364,4131.41
365,761.73
366,667.29
367,4726.06
368,1759.79
369,640.3433333333334
370,610.69
371,710.78
372,6107.8
373,1025.3
374,427.33
375,837.33
376,644.11
377,4159.14
378,2748.76
379,591.51
380,4612.03
381,493.28
382,687.1
383,9414.72
384,1153.58
385,862.97
386,16466.94
387,12495.67
388,901.64
389,755.01
390,2543.31
391,939.69
392,9131.3
393,589.63
394,2034.64
395,4682.66
396,826.07
397,2042.828833333333
398,1062.34
399,2333.44
400,4994.12
401,629.17
402,2553.23
403,9871.91
404,1262.47
405,1115.23
406,490.61
407,17896.32
408,2100.4
409,5530.33
410,826.8
411,713.19
412,4549.01
413,1330.1959999999997
414,7345.05
415,910.22
416,1343.05
417,7478.11
418,398.72
419,4938.801666666667
420,13834.07
421,4696.92
422,4867.06
423,915.57
424,1203.24
425,405.09
426,762.52
427,14072.83
428,1784.68
429,7700.62
430,5186.65
431,16646.291904761903
432,2099.87
433,3053.77
434,629.5475
435,3175.29
436,2362.31
437,1115.03
438,6846.28
439,627.51
440,3267.31
441,1569.63
442,872.0
443,646.97
444,987.06
445,1108.89
446,2302.56
447,5237.74
448,856.258
449,2306.02
450,715.05
451,1172.42
452,6465.605
453,6539.9
454,2900.92
455,4063.48
456,998.16
457,11938.73
458,4100.74
459,4994.32
460,13352.5
461,538.98
462,802.52
463,598.65
464,861.09
465,4277.61
466,843.12
467,4219.21
468,4583.56
469,1333.16
470,2408.84
471,2342.38
472,2327.24
473,8393.08
474,1305.81
475,1116.18
476,17346.11
477,5439.9975
478,2648.46
479,11544.32
480,864.46
481,5468.14
482,11285.16
483,15547.82
484,1233.61
485,4065.3
486,11927.74
487,3189.4
488,2519.66
489,1927.68
490,590.45
491,731.76
492,4466.35
493,9334.68
494,2407.51
495,1014.805
496,2169.98
497,5473.624
498,1743.15
499,4006.35
500,10515.58
501,718.99
502,9303.8
503,1403.85
504,489.62
505,4342.106666666667
506,622.23
507,3593.9
508,1728.28
509,1096.82
510,1512.91
511,588.75
512,997.03
513,3879.76
514,3076.22
515,15057.86
516,4603.69
517,7141.16
518,1223.79
519,1979.82
520,5535.903333333333
521,2185.37
522,737.54
523,6535.57
524,9249.9
525,1749.42
526,1287.76
527,2246.25
528,5032.805
529,4661.75
530,2636.83
531,2626.08
532,3064.58
533,7458.53
534,2591.58
535,15877.576666666666
536,15561.17
537,4451.65
538,1959.31
539,2269.36
540,10564.68
541,11016.75
542,711.56
543,14920.76
544,562.07
545,7594.71
546,9489.84
547,1894.55
548,894.39
549,7429.31
550,548.53
551,942.18
552,6725.89
553,1625.47
554,2417.04
555,15422.73
556,4562.67
557,9744.71
558,1411.44
559,2976.37
560,810.04
561,2486.31
562,702.29
563,4255.39
564,5589.41
565,2282.84
566,2441.81
567,2124.2
568,5529.29
569,1790.5
570,1266.92
571,4278.6
572,16143.3
573,15387.06
574,5066.01
575,626.08
576,4444.47
577,1146.19
578,583.29
579,3590.45
580,2328.32
581,875.61
582,963.05
583,492.85
584,8346.65
585,1674.94
586,976.0
587,891.52
588,2623.99
589,3685.32
590,1804.39
591,509.7
592,967.79
593,595.5
594,8983.7
595,1207.56
596,14808.84
597,946.36
598,1188.99
599,3227.84
600,2375.73
601,8435.15
602,2309.85
603,9994.75
604,531.17
605,1154.75
606,897.77
607,5350.2
608,2275.95
609,697.57
610,1601.72
611,900.03
612,3745.44
613,3279.69
614,954.99
615,460.38
616,699.58
617,3146.99
618,15372.06
619,10810.51
620,854.27
621,662.68
622,862.91
623,2408.25
624,4670.89
625,15484.85
626,1112.75
627,840.08
628,1756.63
629,3950.12
630,2481.84
631,10890.86
632,1196.36
633,1162.78
634,3915.84
635,7821.07
636,4314.32
637,1052.99
638,12909.23
639,4718.98
640,6465.18
641,526.73
642,788.78
643,4939.64
644,966.66
645,787.73
646,1896.02
647,1685.775
648,5031.4
649,1748.77
650,3487.96
651,15263.29
652,1230.29
653,1865.45
654,1049.83
655,17399.06
656,2704.76
657,1177.11
658,898.65
659,991.5
660,2963.15
661,1057.38
662,4522.16
663,622.44
664,394.92
665,934.78
666,5603.13
667,3516.02
668,17158.37
669,14361.42
670,1830.99
671,15867.49
672,1336.37
673,3436.96
674,999.99
675,6553.99
676,3935.63
677,1573.19
678,1173.48
679,1239.07
680,671.65
681,8761.7
682,2001.14
683,1353.07
684,4113.77
685,643.51
686,1452.2
687,2560.52
688,707.46
689,15586.24
690,3066.13
691,744.8
692,1009.15
693,8329.53
694,5342.69
695,12812.98
696,724.42
697,3349.43
698,531.69
699,1103.06
700,1034.41
701,2596.35
702,776.11
703,2323.15
704,4178.78
705,799.36
706,407.04
707,5301.37
708,971.48
709,690.4233333333334
710,6592.87
711,4844.885
712,694.23
713,857.53
714,529.35
715,669.38
716,1337.38
717,5644.73
718,15265.25
719,8093.37
720,12473.92
721,4274.23
722,548.15
723,2259.2
724,2802.13
725,4833.871666666666
726,962.47
727,676.26
728,1621.35
729,10393.08
730,12824.87
731,2068.7
732,788.96
733,4349.55
734,4812.47
735,10379.32
736,7116.22
737,1947.18
738,611.55
739,5475.93
740,2667.91
741,5942.32
742,5411.78
743,706.32
744,11146.39
745,16849.17
746,778.74
747,1008.41
748,1647.75
749,743.95
750,1275.12
751,1931.5
752,5317.63
753,3913.35
754,805.83
755,2973.04
756,9272.66
757,1883.5
758,2415.75
759,13862.06
760,7600.49
761,1458.55
762,1346.79
763,1950.73
764,4414.91
765,1939.12
766,5460.74
767,4376.77
768,809.97
769,661.57
770,5341.17
771,583.48
772,911.37
773,465.27
774,4097.793333333333
775,4862.62
776,963.01
777,1140.05
778,6297.86
779,5770.53
780,6556.18
781,5744.23
782,629.0
783,4585.87
784,698.29
785,1916.3
786,699.18
787,4527.75
788,1714.53
789,570.32
790,4492.42
791,894.57
792,4699.67
793,492.24
794,1331.14
795,5359.08
796,2736.27
797,6696.45
798,13890.22
799,626.17
800,703.68
801,1549.12
802,765.67
803,13348.57
804,781.86
805,1393.34
806,1825.83
807,1882.82
808,596.065
809,583.84
810,662.04
811,4319.42
812,598.86
813,1842.85
814,1001.34
815,6232.04
816,4974.99
817,5253.18
818,2000.41
819,564.58
820,4965.79
821,1685.81
822,4235.12
823,2994.76
824,659.49
825,1381.42
826,697.59
827,1706.41
828,5518.89
829,3140.97
830,2661.0
831,4906.85
832,498.01
833,2302.02
834,5230.34
835,10648.58
836,487.84
837,5341.16
838,1607.49
839,7565.84
840,1301.64
841,2249.97
842,566.77
843,1850.88
844,2924.13
845,9163.93
846,957.44
847,1925.98
848,15070.365
849,708.32
850,1422.65
851,8265.93
852,1077.68
853,420.96
854,5122.24
855,2220.54
856,1942.12
857,1921.73
858,1244.58
859,6566.24
860,12946.24
861,1794.55
862,2123.58
863,778.36
864,811.0
865,728.37
866,2400.7
867,709.5
868,10485.03
869,2116.27
870,2390.11
871,985.04
872,15469.86
873,2160.59
874,867.62
875,1372.31
876,1115.69
877,787.02
878,1861.64
879,9817.69
880,2732.66
881,4227.77
882,5624.29
883,772.53
884,2797.2
885,5642.34
886,835.86
887,426.18
888,593.4
889,1114.94
890,7409.62
891,679.21
892,2758.96
893,1013.72
894,4607.91
895,786.09
896,3764.45
897,1047.495
898,529.12
899,3657.51
900,4287.72
901,845.47
902,4977.36
903,642.25
904,845.94
905,979.67
906,2934.95
907,2263.12
908,4030.48
909,8954.25
910,5395.63
911,664.44
912,10296.45
913,7500.36
914,1789.84
915,9355.013333333334
916,9818.44
917,14056.976666666667
918,7932.6
919,632.61
920,937.77
921,3292.42
922,3925.23
923,514.38
924,17038.46
925,4036.07
926,6387.34
927,766.03
928,2999.03
929,830.23
930,3504.69
931,2971.9925
932,796.34
933,3939.22
934,4256.09
935,988.13
936,952.77
937,769.4
938,4140.52
939,453.65
940,6159.29
941,3544.96
942,1956.07
943,596.99
944,609.96
945,3955.41
946,890.08
947,880.03
948,9564.04
949,9212.05
950,708.99
951,447.33
952,2770.03
953,640.8
954,744.9
955,6682.74
956,4598.23
957,9230.6
958,2271.4
959,976.88
960,1725.04
961,7296.61
962,700.04
963,2305.52
964,1078.17
965,9729.27
966,3195.68
967,4937.55
968,6647.06
969,5290.78
970,10790.45
971,2916.89
972,15043.81
973,1030.15
974,4416.49
975,985.48
976,1575.83
977,5845.28
978,1720.61
979,2072.98
980,8156.13
981,490.37
982,1826.59
983,1003.4408333333331
984,3126.88
985,17636.82
986,2594.93
987,1210.26
988,1582.7279999999998
989,2207.15
990,2323.96
991,2325.62
992,2296.97
993,732.86
994,4223.62
995,1246.23
996,604.3
997,841.75
998,778.32
999,907.14
1000,4680.075
1001,9516.79
1002,1187.18
1003,1655.96
1004,2826.44
1005,707.75
1006,1234.15
1007,4168.35
1008,586.69
1009,2696.37
1010,6431.71
1011,931.76
1012,456.81
1013,6785.6
1014,7617.9
1015,589.34
1016,6891.66
1017,875.06
1018,4199.63
1019,4629.98
1020,10334.93
1021,2131.17
1022,1324.54
1023,1211.3
1024,856.35
1025,17680.75
1026,916.332
1027,3602.13
1028,900.78
1029,1630.32
1030,571.57
1031,668.24
1032,5164.47
1033,3942.04
1034,510.5
1035,1740.92
1036,660.86
1037,6371.86
1038,539.42
1039,11079.35
1040,8996.81
1041,1068.73
1042,10739.95
1043,4072.9
1044,14648.886666666665
1045,622.92
1046,5625.34
1047,709.69
1048,715.43
1049,1395.87
1050,6014.125
1051,4033.62
1052,3658.1
1053,9779.63
1054,11106.33
1055,4906.15
1056,16213.1
1057,5012.315
1058,1816.98
1059,9504.28
1060,1938.47
1061,1768.18
1062,6177.58
1063,5052.25
1064,1101.99
1065,13532.23
1066,7306.05
1067,678.92
1068,665.12
1069,10863.2
1070,738.9
1071,7060.04
1072,1284.92
1073,1352.06
1074,5630.27
1075,1251.94
1076,468.39
1077,12361.2
1078,976.2
1079,1499.05
1080,1768.06
1081,4938.42
1082,14087.75
1083,6136.24
1084,740.38
1085,927.98
1086,13112.21
1087,3884.08
1088,814.72
1089,15049.73
1090,7677.4
1091,6907.52
1092,4205.77
1093,477.555
1094,4582.97
1095,13295.09
1096,521.18
1097,5450.43
1098,513.71
1099,2690.13
1100,924.7
1101,424.37
1102,896.37
1103,13225.93
1104,1186.34
1105,654.59
1106,850.83
1107,2321.82
1108,1757.53
1109,2988.69
1110,1705.62
1111,14500.483333333335
1112,1972.82
1113,2023.77
1114,10697.73
1115,516.97
1116,2306.07
1117,6205.42
1118,2730.83
1119,1822.65
1120,4534.72
1121,3376.94
1122,1218.76
1123,1730.01
1124,864.45
1125,709.23
1126,5054.48
1127,1040.1
1128,891.0
1129,16725.29
1130,4185.6
1131,4324.18
1132,7922.58
1133,2402.34
1134,516.46
1135,569.8
1136,543.22
1137,833.93
1138,664.18
1139,1289.8
1140,815.24
1141,958.53
1142,1350.33
1143,4648.92
1144,592.15
1145,2853.14
1146,1830.87
1147,5545.383333333332
1148,8878.43
1149,15953.59
1150,815.31
1151,5674.52
1152,7073.39
1153,3803.06
1154,833.98
1155,10074.05
1156,2870.07
1157,2913.64
1158,656.8266666666666
1159,5762.91
1160,9124.17
1161,5078.03
1162,1285.83
1163,16031.72
1164,666.92
1165,511.64
1166,7513.68
1167,1130.17
1168,497.88
1169,1824.02
1170,952.18
1171,6187.66
1172,792.42
1173,871.02
1174,3505.62
1175,1339.5933333333332
1176,12084.31
1177,586.19
1178,1056.01
1179,3802.44
1180,1256.55
1181,4086.15
1182,3141.06
1183,705.6
1184,6012.25
1185,853.19
1186,684.02
1187,813.95
1188,673.94
1189,2077.12
1190,15200.42
1191,494.21
1192,2060.87
1193,7281.36
1194,4919.79
1195,2529.3
1196,1081.86
1197,15639.76
1198,1228.61
1199,13917.39
1200,1061.06
1201,5840.17
1202,2541.84
1203,5333.31
1204,1002.58
1205,4826.77
1206,12231.65
1207,7289.0
1208,2653.35
1209,15235.59
1210,11657.28
1211,4941.45
1212,834.32
1213,722.83
1214,7836.54
1215,7094.26
1216,2542.6
1217,1505.24
1218,1310.13
1219,6374.13
1220,8050.32
1221,445.28
1222,13611.63
1223,857.63
1224,9637.6
1225,4546.95
1226,568.52
1227,3885.01
1228,890.33
1229,610.31
1230,683.3
1231,3693.72
1232,853.1
1233,2696.58
1234,3170.97
1235,3794.27
1236,2522.41
1237,3256.27
1238,9632.99
1239,9092.4
1240,1672.53
1241,424.16
1242,5195.93
1243,675.92
